"date","prcp","tx","tn","HRmean","HRmax","HRmin","presMean","presMax","presMin","dir","dir123","vel","radMean","radMax","evap"
"2019-02-15",0,21.42,14.02,69.8281818181818,90.4,47.55,729.787878787879,732.1,727.9,311,"NW",19.224,69.0848181818182,458.5,79.5854545454545
"2019-02-16",12.3,24.38,11.46,72.7746875,96.8,12.99,730.276041666667,732.7,726.7,49,"NE",33.984,224.136489583333,1293,88.4645833333333
"2019-02-17",0.4,25.83,13.09,68.4835416666667,88.7,37.09,729.105208333333,731.2,726,291,"WNW",20.484,256.347291666667,1277,86.703125
"2019-02-18",1.3,27.42,13.14,62.0260416666667,93.7,28.44,728.190625,730.3,724.4,77,"E",30.096,283.981895833333,1098,83.8010416666667
"2019-02-19",10.8,26.34,12.61,59.8061458333333,94.4,11.17,729.142708333333,732.2,726.1,85,"E",26.46,276.614947916667,1183,80.76375
"2019-02-20",26.5,22.37,9.77,75.2694791666667,97,45.97,731.009375,733.2,727.9,304,"WNW",23.94,225.768114583333,1219,107.9875
"2019-02-21",4.6,24.16,11.37,61.7548958333333,92.3,35.09,730.73125,732.8,728.2,28,"NNE",24.84,253.546833333333,1493,110.78125
"2019-02-22",0,25.88,12.83,46.861875,72.36,22.28,730.745833333333,733.1,728,156,"SSE",17.1,316.302989583333,1170,107.3375
"2019-02-23",0,26.01,13.58,44.9352083333333,75.2,19.56,728.460416666667,731.3,724.3,11,"N",23.904,333.325041666667,1121,102.211458333333
"2019-02-24",5,27.03,11.28,52.0509375,88.1,25.62,726.234375,730.9,723.1,123,"ESE",48.564,256.35496875,1163,97.5958333333333
"2019-02-25",2.2,26.77,9.91,58.9032291666667,84.9,28.22,726.823958333333,728.8,723.3,31,"NNE",28.8,313.420166666667,1079,97.975
"2019-02-26",10.5,23.27,11.05,67.8669791666667,94.5,21.16,728.519791666667,731.2,725.3,312,"NW",35.208,236.352416666667,1285,99.34375
"2019-02-27",0.6,24.02,10.85,69.9170833333333,95.3,37.48,729.160416666667,730.9,726.1,201,"SSW",26.1,218.578,1214,102.684375
"2019-02-28",5.3,22.93,12.22,63.11125,86.2,23.45,730.351041666667,732.3,727.9,41,"NE",21.924,225.624260416667,1203,101.602083333333
"2019-03-01",0,24.94,13.14,60.2688541666667,85.8,31.11,729.340625,731.1,726.7,312,"NW",19.872,269.922416666667,1152,101.336458333333
"2019-03-02",0,27.26,13.56,56.0576041666667,74.46,27.09,729.24375,731.2,726.9,43,"NE",26.568,263.379635416667,1102,96.8770833333333
"2019-03-03",1.3,22.41,12.2,69.6794791666667,92.7,40.7,730.380208333333,733.3,727.6,43,"NE",23.04,153.244416666667,1283,94.259375
"2019-03-04",0,27.59,11.54,51.3448958333333,81.2,24.46,728.261458333333,729.9,725.1,22,"NNE",24.912,311.12003125,1159,91.4427083333333
"2019-03-05",0,24.15,13.19,51.9157291666667,71.11,31.05,729.959375,732.6,727.7,50,"NE",19.044,199.221864583333,938,86.884375
"2019-03-06",1.8,24.69,14.06,59.9814583333333,90.4,36.83,730.78125,734.1,728.1,246,"WSW",21.636,223.345552083333,1181,84.7072916666667
"2019-03-07",0,27.9,12.03,48.0658333333333,74.2,25.54,728.445833333333,730.5,725.5,40,"NE",28.764,298.197291666667,1151,81.2472916666667
"2019-03-08",0,27.87,13.84,43.0269791666667,65.56,21.61,728.121875,730.3,725.7,49,"NE",34.344,320.864083333333,1255,76.0695833333333
"2019-03-09",3,19.82,11.57,66.4022916666667,91.9,36.91,731.461458333333,734.4,729.4,331,"NNW",45.216,103.576333333333,675.7,73.8970833333333
"2019-03-10",0,24.7,12.79,61.5282291666667,84.4,28.2,731.11875,733.8,727.5,110,"ESE",19.044,259.74559375,1260,72.6273958333333
"2019-03-11",0,27.7,12.73,55.006875,79.75,25.84,728.673958333333,730.9,725.7,341,"NNW",19.188,274.4370625,1103,68.1933333333333
"2019-03-12",0.1,26.37,12.16,49.3210416666667,76.41,23.86,727.8375,729.5,725.3,338,"NNW",29.196,286.745447916667,1202,157.790520833333
"2019-03-13",1.6,25.8,13.53,54.8958333333333,75.61,29.65,728.5125,730.3,726.2,52,"NE",33.264,221.113052083333,1363,231.152083333333
"2019-03-14",0,25.81,11.95,50.7101041666667,72.8,28.11,728.842708333333,730.9,725.8,204,"SSW",24.66,208.293,1293,228.589583333333
"2019-03-15",1.6,25.13,11.53,61.5359375,92.4,27.62,728.829166666667,731.2,725.9,33,"NNE",21.276,218.275270833333,1078,226.225
"2019-03-16",0,23.89,12.63,53.4173958333333,70.92,35.71,728.3,730.2,725.9,279,"W",18.576,221.89109375,1270,223.082291666667
"2019-03-17",1,22.86,13.3,56.2109375,87.5,30.35,728.519791666667,730.9,725.3,39,"NE",20.376,154.010645833333,1089,220.965625
"2019-03-18",0,23.28,12.48,50.1679166666667,73.78,18.81,729.101041666667,731.5,727.5,37,"NE",26.892,180.090052083333,1137,218.660416666667
"2019-03-19",0,26.76,12.84,48.2603125,70.12,21.72,728.382291666667,730.4,725.3,40,"NE",42.228,165.900645833333,1108,215.509375
"2019-03-20",1.3,19.73,13.16,63.9382291666667,84.2,42.31,730.197916666667,732.6,728,150,"SSE",18.18,150.066427083333,1289,213.50625
"2019-03-21",0,26.42,10.86,54.9558333333333,87,10.68,729.238541666667,731.6,725.6,21,"NNE",22.104,266.945364583333,1076,211.51875
"2019-03-22",0,27.83,11.86,49.33625,84.1,17.43,728.751041666667,730.9,725.7,17,"NNE",35.712,300.633145833333,1032,206.316666666667
"2019-03-23",0,26.62,11.73,45.1622916666667,75.47,14.1,729.907291666667,732.4,726.7,39,"NE",19.98,285.457625,1050,200.860416666667
"2019-03-24",0,27.96,11.12,40.1813541666667,64.89,12.19,729.736458333333,731.8,726.5,113,"ESE",24.12,292.693364583333,1022,195.65
"2019-03-25",0,24.88,13.71,52.7558333333333,78.58,17.07,730.290625,732.1,727.6,291,"WNW",27.828,189.070385416667,1079,191.140625
"2019-03-26",22.7,19.95,11.12,77.1801041666667,96.6,44.1,730.65625,732.6,727.9,319,"NW",18.504,128.029822916667,1278,203.402083333333
"2019-03-27",0,19.33,12.16,73.5546875,90.5,40.77,732.391666666667,734.2,730.7,285,"WNW",24.192,114.297958333333,1016,206.469791666667
"2019-03-28",0,22.23,12.54,67.3534375,88,41.93,732.591666666667,734.8,729.8,112,"ESE",23.22,171.7410625,1143,204.715625
"2019-03-29",0,22.43,11.7,55.443125,71.41,36.35,732.736458333333,735.1,730.1,269,"W",17.424,208.429364583333,1332,201.90625
"2019-03-30",0,22.97,12.14,60.1334375,81.1,28.78,731.523958333333,734,728.4,32,"NNE",32.544,144.246072916667,765.7,198.919791666667
"2019-03-31",0,25.6,12.65,49.4036458333333,66.5,19.26,729.521875,731.8,726.5,35,"NE",33.012,245.772239583333,1191,195.729166666667
"2019-04-01",7,22.92,12.39,60.5215625,94.4,21.53,729.509375,732.5,727.2,43,"NE",38.484,173.430895833333,1120,197.103125
"2019-04-02",1,22.67,12.88,53.2389583333333,76.67,8.92,728.715625,731.2,726.5,347,"N",40.752,155.52865625,1074,196.382291666667
"2019-04-03",0.7,16.23,12.41,76.5995833333333,89.8,56.92,730.370833333333,732.9,727.8,306,"NW",16.92,77.2979791666667,398.7,195.628125
"2019-04-04",2.2,23.38,11.09,60.3484375,91.5,13.13,726.908333333333,729.1,723.7,35,"NE",27.972,169.710854166667,1076,196.46875
"2019-04-05",0,22.66,10.27,44.5654375,71.41,5.222,728.659375,732.4,725.7,88,"E",23.652,201.052572916667,1002,194.173958333333
"2019-04-06",0,22.48,9.67,56.6342708333333,84.5,10.79,731.31875,733.4,728.2,37,"NE",23.76,218.696541666667,1100,191.246875
"2019-04-07",0,22.84,9.98,46.5935416666667,69.77,10.57,732.853125,735.1,730.4,124,"ESE",20.952,218.657375,1010,187.722916666667
"2019-04-08",0,24.15,9.46,44.063125,67.81,11.98,732.001041666667,734.2,729.2,41,"NE",22.824,281.69978125,960,183.68125
"2019-04-09",0,26.59,9.75,32.11284375,60.81,3.027,729.872916666667,732.4,726.1,34,"NNE",17.604,279.519416666667,972,179.478125
"2019-04-10",0,27.84,9.96,36.3622916666667,58.96,11.47,728.167708333333,730.1,724.9,33,"NNE",19.044,283.221145833333,970,175.119791666667
"2019-04-11",0,21.71,11.24,50.5689583333333,75.46,16.76,730.344791666667,732.5,727.5,49,"NE",31.572,235.289927083333,1104,170.148958333333
"2019-04-12",0,22.98,11.32,53.5130208333333,75.99,27.85,729.391666666667,731.7,726,13,"N",28.296,190.582739583333,1104,166.373958333333
"2019-04-13",0,26.22,9.48,39.0093958333333,69.64,3.652,728.522916666667,731.1,725.1,35,"NE",22.5,264.332041666667,955,162.501041666667
"2019-04-14",0,26.99,10.91,33.78146875,67.25,6.305,729.28125,731.3,726.7,38,"NE",29.412,271.389895833333,1120,157.980208333333
"2019-04-15",0,25.6,11.39,39.95596875,69.36,3.49,730.769791666667,733.1,727.7,22,"NNE",23.076,268.490833333333,1044,153.351041666667
"2019-04-16",0,24.11,12.96,55.41625,74.67,16.1,732.239583333333,734.5,729.1,313,"NW",16.56,176.330104166667,1006,149.230208333333
"2019-04-17",0,25.98,10.88,49.7975,74.61,24.71,729.821875,732.3,726.3,41,"NE",19.944,200.764479166667,928,146.226041666667
"2019-04-18",0,27.35,12.52,44.9710416666667,71.91,23.26,728.615625,730.9,725.4,29,"NNE",18.288,256.502947916667,984,142.557291666667
"2019-04-19",0,29.34,12.01,41.2335416666667,68.05,15.74,728.765625,731,725.4,41,"NE",20.772,239.310333333333,950,138.332291666667
"2019-04-20",0,27.11,12.81,40.4654166666667,62.11,8.96,728.975,731.1,726.4,43,"NE",32.76,225.306458333333,932,133.65
"2019-04-21",0,25.64,12.83,40.9682291666667,65.01,15.83,728.857291666667,731,726.5,38,"NE",22.896,165.563854166667,945,129.573958333333
"2019-04-22",0,26.69,12.06,41.0657291666667,62.14,13.8,728.471875,730.6,725.3,19,"NNE",34.488,265.290979166667,922,125.939583333333
"2019-04-23",0,22.85,13.19,50.6839583333333,65.57,3.236,729.908333333333,731.7,728,301,"WNW",20.736,150.445802083333,915,121.695833333333
"2019-04-24",0,22.74,12.36,51.6970833333333,66.72,35.07,730.794791666667,732.7,728.7,55,"ENE",20.088,135.562958333333,651.5,119.129166666667
"2019-04-25",0,25.69,10.81,48.65875,68.56,29.02,730.653125,732.3,727.9,30,"NNE",41.652,217.447958333333,947,116.321875
"2019-04-26",0,24.9,12.94,31.4204479166667,55.92,2.812,730.569791666667,732.8,727,46,"NE",25.776,180.280770833333,1119,112.913541666667
"2019-04-27",0,25.54,13.61,37.9762395833333,57.4,3.37,729.732291666667,732.2,726.7,89,"E",22.572,209.150864583333,984,109.548958333333
"2019-04-28",0,25.99,11.67,32.1315625,60.39,13.08,729.617708333333,731.9,727.2,28,"NNE",21.096,247.3115,915,105.616666666667
"2019-04-29",0,26.78,10.84,22.5657604166667,43.12,1.932,728.372916666667,730.8,725.4,49,"NE",27.288,251.6355,903,100.897916666667
"2019-04-30",0,24.39,12.52,34.2376979166667,51.05,1.65,728.461458333333,730.4,725.7,78,"E",26.352,173.978541666667,881,96.9729166666667
"2019-05-01",0,21.24,11.29,49.4484375,67.05,15.08,729.803125,731.9,727.5,34,"NNE",22.248,114.155177083333,1174,94.6135416666667
"2019-05-02",0,24.64,11.12,48.43625,67.57,28.63,727.651041666667,730.2,724.3,100,"E",25.524,167.857510416667,1087,92.8177083333333
"2019-05-03",0,26.59,10,20.002,38.22,3.749,728.241666666667,730.6,725.8,45,"NE",24.948,256.216270833333,906,89.090625
"2019-05-04",0,25.55,11.04,33.1747916666667,54.15,13.76,729.216666666667,731.3,726.8,9,"N",40.968,220.96721875,847,84.703125
"2019-05-05",0,25.21,12.65,32.9401666666667,53.73,4.972,730.059375,731.8,728.1,158,"SSE",15.984,167.884135416667,811,81.3614583333333
"2019-05-06",0,24.53,11.77,46.285625,73.52,28.99,732.170833333333,734.8,730,44,"NE",35.172,219.46584375,888,78.3033333333333
"2019-05-07",0,26.15,11.84,45.468125,68.27,19.59,731.126041666667,733.2,727.3,116,"ESE",21.852,230.834239583333,833,74.0822916666667
"2019-05-08",0,25.78,12.95,42.4758333333333,55.31,20.13,729.989583333333,731.9,727.3,52,"NE",26.676,178.860875,789.5,70.3371875
"2019-05-09",0,25.72,10.99,43.4490625,64.53,22.28,728.486458333333,730.6,725.6,12,"N",28.908,170.135802083333,916,67.3720833333333
"2019-05-10",0,26.01,11.39,40.6769791666667,61.96,18.38,727.227083333333,729.8,724.4,347,"N",34.128,225.26090625,937,64.1658333333333
"2019-05-11",0,22.88,12.37,46.2413541666667,60.93,27.09,727.233333333333,729.8,724.5,46,"NE",43.956,155.0301875,798.1,61.1475
"2019-05-12",9.9,15.87,9.94,72.9414583333333,91.6,53.16,730.541666666667,732.5,728.7,42,"NE",35.604,41.1861666666667,306.2,63.6511458333333
"2019-05-13",0,24.37,8.62,56.1132291666667,88.9,13.21,732.334375,734.9,729.7,42,"NE",31.428,181.932427083333,1020,67.2115625
"2019-05-14",0,20.68,8.16,61.7169791666667,86,36.03,733.317708333333,735.8,729.6,44,"NE",21.852,170.0560625,852,64.760625
"2019-05-15",0,23.07,8.24,45.3546875,76.12,15.63,731.55625,733.6,728.2,44,"NE",27.288,235.953510416667,839,62.1911458333333
"2019-05-16",0,22.9,7.467,37.51784375,71.27,6.107,730.894791666667,733.3,727.8,34,"NNE",25.92,240.019458333333,853,59.4236458333333
"2019-05-17",0,25.85,7.181,26.11546875,58.09,3.766,728.282291666667,731,725,87,"E",25.74,240.186958333333,850,58.5557291666667
"2019-05-18",0,25.76,7.505,16.1286041666667,37.38,4.826,727.651041666667,730,724.8,14,"N",27.072,233.302760416667,884,58.1755208333333
"2019-05-19",0,24.35,8.16,28.4738125,52.04,3.312,728.340625,731,724.9,70,"ENE",17.928,231.71159375,823,57.7267708333333
"2019-05-20",0,25.53,7.656,25.9434895833333,56,5.437,727.879166666667,729.9,725.2,292,"WNW",30.348,221.234197916667,830,57.2434375
"2019-05-21",0,24.85,9.56,20.6784375,50.39,7.85,728.666666666667,731.2,726,27,"NNE",22.464,219.75671875,836,56.4558333333333
"2019-05-22",0,22.98,10.09,30.1063541666667,51.42,6.027,728.907291666667,731.3,725.9,101,"E",31.32,181.66478125,940,55.7317708333333
"2019-05-23",0,24.57,10.55,30.9128125,49.57,13.17,728.854166666667,731.3,725.6,280,"W",42.624,179.743229166667,869,55.2259375
"2019-05-24",0,22.21,8.79,26.0458333333333,46.72,8.99,730.423958333333,732.8,727.3,20,"NNE",27.864,226.938458333333,819,55.1155208333333
"2019-05-25",0,25.26,7.589,34.313125,58.93,10.57,728.610416666667,731,725.3,32,"NNE",31.356,225.869010416667,817,55.0996875
"2019-05-26",0,25.56,9.57,26.9475,42.71,9.91,728.34375,730.7,725.6,35,"NE",23.472,222.550145833333,804,55.0797916666667
"2019-05-27",0,25.6,9.27,28.6710416666667,48.67,11.49,727.815625,730,724.9,28,"NNE",42.12,202.3604375,843,55.0992708333333
"2019-05-28",0,25.31,9.69,29.8912631578947,45.7,10.46,729.31052631579,731.6,726.6,20,"NNE",24.264,213.214031578947,808,55.1056842105263
"2019-05-29",0,26.27,9.63,27.6641666666667,45.47,9.27,729.3625,731.5,726.6,336,"NNW",25.668,219.949885416667,800,55.0822916666667
"2019-05-30",0,26.54,9.52,21.45678125,35.58,6.254,729.461458333333,732.2,726.3,295,"WNW",32.4,215.931916666667,779.4,55.0679166666667
"2019-05-31",0,25.55,9.44,14.2549157894737,26.68,1.161,729.368421052632,732.1,726.5,37,"NE",20.628,216.840052631579,789.4,55.0966315789474
"2019-06-01",0,26.46,9.41,16.76771875,30.49,2.772,728.507291666667,730.7,725.8,256,"W",20.628,218.785677083333,792.2,55.1701041666667
"2019-06-02",0,24.71,9.69,31.46240625,63.37,6.651,729.903125,733,727.1,155,"SSE",18.936,216.835958333333,788.9,55.1863541666667
"2019-06-03",0,21.14,9.43,48.0892708333333,71.58,32.11,733.980208333333,736.4,731.5,39,"NE",23.364,167.44903125,915,55.1551041666667
"2019-06-04",0,22.16,7.522,28.1646875,46.6,9.19,734.43125,736.9,732,44,"NE",25.92,218.625354166667,786.6,55.1726041666667
"2019-06-05",0,22.7,6.147,19.83790625,44.75,2.004,733.004166666667,735.2,730.9,41,"NE",24.444,219.448302083333,790.8,55.2013541666667
"2019-06-06",0,24.3,5.752,12.9372916666667,28.25,3.307,730.595833333333,733.2,727.8,46,"NE",25.164,222.3254375,804,55.2013541666667
"2019-06-07",0,25.57,6.336,16.3944375,31.72,4.323,728.871875,730.3,726.5,27,"NNE",29.916,220.609979166667,797.9,55.1658333333333
"2019-06-08",0,25.37,6.656,21.12590625,43.73,3.19,729.589583333333,731.8,726.7,45,"NE",29.196,217.133166666667,777.6,55.15125
"2019-06-09",0,24.12,7.938,26.3801041666667,45.37,9.68,730.457291666667,733,728,33,"NNE",21.996,206.077510416667,788.9,55.1346875
"2019-06-10",0,26.08,7.867,20.2849895833333,38.9,7.749,729.952083333333,732.4,727.3,35,"NE",25.272,209.249041666667,801,55.1428125
"2019-06-11",0,25.59,8.71,26.9458333333333,44.01,10.08,730.060416666667,732.8,727,48,"NE",17.784,206.974760416667,799,55.1611458333333
"2019-06-12",0,25.74,9.31,30.5954166666667,53.34,9.24,730.302083333333,732.6,727.6,36,"NE",22.788,211.063270833333,763.3,55.1557291666667
"2019-06-13",0,25.86,9.94,26.8573958333333,47.09,9.11,730.413541666667,733,727.8,37,"NE",24.624,203.477947916667,853,55.1440625
"2019-06-14",0,25.72,10.88,28.3925,48.14,12.87,730.126041666667,732.6,727.6,41,"NE",28.26,201.1941875,831,55.1373958333333
"2019-06-15",0,20.47,10.41,34.6348958333333,46.07,22.3,729.585416666667,731.2,727.5,5,"N",55.152,94.6801041666667,596.4,55.1594791666667
"2019-06-16",0,20.37,11.43,45.2417708333333,58.53,32.45,731.344791666667,733.5,729.2,30,"NNE",36.72,105.724427083333,682.3,55.2125
"2019-06-17",0,24.37,11.18,38.536875,57.55,17.07,731.4125,733.6,728.3,61,"ENE",25.128,205.537375,812,55.1665625
"2019-06-18",0,26.04,8.8,24.6657291666667,48.7,9.8,730.764583333333,733.2,727.7,44,"NE",23.436,210.806760416667,765.7,55.1467708333333
"2019-06-19",0,24.82,9.82,27.7933333333333,48.97,10.93,731.695833333333,734,729.3,35,"NE",27.36,210.22778125,766.5,55.126875
"2019-06-20",0,23.31,9.33,40.53125,69.01,14.98,733.40625,735.2,731.3,44,"NE",20.556,207.207729166667,770.4,55.1167708333333
"2019-06-21",0,24.76,8.79,26.855375,58.05,3.796,733.611458333333,735.5,731.6,28,"NNE",27.36,217.185395833333,781.4,55.1184375
"2019-06-22",0,23.75,7.57,16.7430208333333,36.43,8.49,733.929166666667,736,731.7,38,"NE",23.58,212.4224375,793.7,55.1185416666667
"2019-06-23",0,23.1,6.312,12.6576458333333,25.83,4.597,732.347916666667,735.1,729.4,48,"NE",25.308,217.922239583333,796.4,55.1258333333333
"2019-06-24",0,23.63,5.507,15.141875,30.43,3.345,728.520833333333,731.4,725.1,36,"NE",28.26,212.355364583333,778.3,55.1504166666667
"2019-06-25",0,23.71,8.5,18.7380520833333,36.14,3.921,726.30625,728.6,723.4,65,"ENE",23.4,215.55596875,792.7,55.1744791666667
"2019-06-26",0,23.27,6.523,27.6444791666667,50.49,8.28,727.082291666667,729.4,724.1,46,"NE",26.388,214.326052083333,783.1,55.2082291666667
"2019-06-27",0,25.13,7.145,23.0983854166667,37.17,5.826,727.365625,730,724.1,307,"NW",31.284,213.64353125,765.1,55.2611458333333
"2019-06-28",0,23.09,7.807,27.6880208333333,42.69,13.71,728.533333333333,731,725.7,78,"E",22.5,208.256552083333,764.1,55.3355208333333
"2019-06-29",0,24.4,9.57,36.6265625,56.27,19.82,729.044791666667,731.3,726.2,42,"NE",19.98,200.942822916667,745.9,55.34875
"2019-06-30",0,24.25,9.77,39.260625,57.63,19.18,729.558333333333,731.5,727.3,36,"NE",16.992,145.17484375,853,55.330625
"2019-07-01",0,24.46,9.86,35.3792708333333,64.17,14.28,729.963541666667,732.8,727.5,42,"NE",30.06,211.4568125,771,55.4123958333333
"2019-07-02",0,26.17,9.24,27.2285416666667,50.75,12.19,727.433333333333,730.2,724.9,41,"NE",25.416,206.657322916667,772,55.4988541666667
"2019-07-03",0,26.05,10.68,22.1690625,42.1,8.64,725.961458333333,728.2,723.1,20,"NNE",31.464,214.949260416667,776.8,55.5911458333333
"2019-07-04",0,25.85,10.07,24.6168958333333,43.29,7.859,727.113541666667,729.2,724.9,50,"NE",23.796,217.545520833333,790.9,145.905520833333
"2019-07-05",3.1,24.09,7.929,25.9539583333333,44.27,8.91,730.75,733.2,728.5,118,"ESE",22.896,214.360572916667,783.2,222.613541666667
"2019-07-06",0,24.92,8.81,29.0676770833333,51.48,2.056,731.104166666667,733,728.5,13,"N",26.892,216.63459375,782.9,218.785416666667
"2019-07-07",0,25.42,7.184,25.6503958333333,54.77,4.912,731.117708333333,733.1,728.5,41,"NE",27.252,218.6794375,794.5,214.813541666667
"2019-07-08",0,25.39,8.25,14.17465625,29.04,5.961,731.0375,733.1,728.6,33,"NNE",29.196,217.10675,785.9,210.220833333333
"2019-07-09",0,25.04,8.26,11.1213125,29.95,1.266,731.684375,734.1,729.2,60,"ENE",33.444,215.091072916667,784.9,205.364583333333
"2019-07-10",0,25.37,7.761,9.03897916666667,23.22,2.292,730.761458333333,733.4,727.9,27,"NNE",24.336,218.359635416667,797.3,200.933333333333
"2019-07-11",0,24.85,8.26,11.195375,23.65,4.003,728.564583333333,730.9,726,35,"NE",26.64,210.954260416667,770,196.529166666667
"2019-07-12",0,25.27,9.07,13.9991770833333,25.53,5.1,728.654166666667,731.1,726.4,26,"NNE",32.04,217.237729166667,788.8,191.746875
"2019-07-13",0,25,8.81,20.6896458333333,34.14,5.968,728.691666666667,731.4,725.5,130,"SE",21.168,216.507833333333,780.3,187.054166666667
"2019-07-14",0,25.05,7.572,29.0848125,50.36,4.21,728.622916666667,730.9,725.7,100,"E",26.496,218.039958333333,792.7,182.7
"2019-07-15",0,23.85,7.833,31.8804166666667,52.35,10.04,729.60625,731.6,727.1,30,"NNE",42.624,215.0255,797.3,178.494791666667
"2019-07-16",0,20.74,9.43,44.64375,59.71,26.07,730.776041666667,733,728,35,"NE",26.496,195.327,807,174.802083333333
"2019-07-17",0,21.83,8.86,42.5215729166667,66.85,7.692,731.310416666667,733.1,728.8,23,"NNE",41.436,150.98784375,796.8,171.228125
"2019-07-18",0,22.09,10.1,38.4569791666667,69.57,16.99,731.091666666667,733.2,728.6,58,"ENE",23.004,121.2314375,1059,168.348958333333
"2019-07-19",0,19.76,8.89,39.4757291666667,51.23,25.69,731.270833333333,733.4,728.8,20,"NNE",36.648,143.910427083333,736.3,165.376041666667
"2019-07-20",1,23.56,9.67,44.6354166666667,85.1,15.4,730.007291666667,732.1,726.5,291,"WNW",47.952,169.232385416667,793.3,162.139583333333
"2019-07-21",0,22.81,7.206,40.0501041666667,65.6,17.63,728.69375,730.8,726.2,268,"W",31.032,199.62009375,825,159.6625
"2019-07-22",0,23.97,9.23,35.0883333333333,51.44,16.63,728.052083333333,729.8,725.5,5,"N",38.448,179.641322916667,887,156.058333333333
"2019-07-23",0,20.44,9.52,38.791875,58.69,24.07,728.972916666667,731.5,726.7,317,"NW",54.72,154.177614583333,951,152.369791666667
"2019-07-24",4.3,17.66,9.07,60.3853125,91.3,35.59,727.882291666667,730.4,724.5,157,"SSE",45.9,152.202260416667,1138,151.533333333333
"2019-07-25",0.1,22.47,7.031,43.83684375,90.7,7.32,729.3375,731.8,727.1,283,"W",34.848,235.247989583333,839,150.957291666667
"2019-07-26",0,22.62,5.606,23.5850520833333,41.98,5.396,731.642708333333,734.1,729.2,31,"NNE",28.368,234.378416666667,840,146.841666666667
"2019-07-27",0,21.86,5.871,28.2263541666667,44.28,11.84,732.734375,735.2,730,128,"SE",22.248,232.166552083333,829,143.127083333333
"2019-07-28",0,25.47,6.324,24.71334375,47.97,6.78,730.2,732.9,726.5,284,"W",26.28,232.961333333333,826,139.361458333333
"2019-07-29",0,24.23,8.31,9.54695833333333,19.1,1.445,730.916666666667,733.1,728.6,24,"NNE",29.412,242.952072916667,863,134.663541666667
"2019-07-30",0,24.03,8.7,17.1047916666667,26.35,7.074,732.260416666667,734.7,730,44,"NE",29.52,236.951635416667,844,129.921875
"2019-07-31",0,24.81,7.996,20.490375,37.08,1.279,730.907291666667,733.4,728.1,19,"NNE",22.608,239.943239583333,848,125.579166666667
"2019-08-01",0,26.33,7.529,16.43271875,30.75,5.31,728.328125,730.4,725.6,58,"ENE",25.38,237.901510416667,845,121.261458333333
"2019-08-02",0,22.79,7.681,32.5309375,68.1,16.37,729.747916666667,732.5,726.7,42,"NE",29.916,233.372510416667,875,116.994791666667
"2019-08-03",0,19.55,1.881,37.7448645833333,81.3,3.821,733.905208333333,737.1,731.1,40,"NE",27.144,247.22884375,877,113.148958333333
"2019-08-04",0,21.2,3.588,23.0863541666667,39.26,11.26,732.997916666667,734.8,730,50,"NE",19.008,242.80021875,865,109.419791666667
"2019-08-05",0,23.75,4.289,18.3457708333333,38.68,2.719,732.497916666667,735,729.8,38,"NE",29.16,246.956427083333,867,105.8
"2019-08-06",0,26.74,6.326,13.44359375,31.33,0.598,730.402083333333,732.5,727.6,39,"NE",29.916,254.9838125,886,101.451041666667
"2019-08-07",0,27.75,8.37,14.4889583333333,25.89,1.254,730.15,732.5,727.5,28,"NNE",25.056,247.373708333333,873,96.9354166666667
"2019-08-08",0,25.43,8.79,22.7678125,34.7,9.71,730.152083333333,732.4,727.7,355,"N",47.52,246.23515625,862,92.2114583333333
"2019-08-09",0,25.05,7.167,28.2422395833333,46.45,7.705,729.93125,732.3,725.9,7,"N",35.568,244.66809375,854,87.6333333333333
"2019-08-10",0,21.86,8.77,32.9869791666667,44.71,20.49,731.058333333333,733.4,728.5,197,"SSW",22.68,215.66934375,848,83.6666666666667
"2019-08-11",0,23.33,9.17,33.0927083333333,47.9,19.18,730.076041666667,732.6,727.6,62,"ENE",27.756,244.292729166667,859,80.0219791666667
"2019-08-12",0,25.68,8.8,28.6977083333333,55.43,9.37,730.748958333333,733.2,728.1,44,"NE",30.312,246.644875,861,75.6239583333333
"2019-08-13",0,22.87,9.97,46.7661458333333,68.78,23.47,730.30625,734.8,502.8,27,"NNE",18.216,238.197177083333,855,71.4058333333333
"2019-08-14",0,23.22,8.57,49.4373958333333,73.7,14.47,732.609375,735,729.4,25,"NNE",19.584,227.082364583333,848,67.9101041666667
"2019-08-15",0,26.98,7.88,31.2944270833333,57.13,3.023,730.983333333333,733.3,728.3,42,"NE",23.904,253.283927083333,880,64.173125
"2019-08-16",0,27.6,9.57,21.9859791666667,40.09,2.726,729.70625,732,726.9,20,"NNE",26.856,256.110166666667,903,60.27125
"2019-08-17",0,28.62,10.33,17.7097916666667,35.89,2.638,728.320833333333,730.8,725.2,31,"NNE",36.144,261.49471875,920,58.8915625
"2019-08-18",0,26.32,11.1,25.9895208333333,42.72,6.906,729.251041666667,731.7,726.2,52,"NE",33.876,248.64534375,888,58.5780208333333
"2019-08-19",0,24.44,10.78,32.056875,48.63,8.62,730.315625,732.8,726.8,323,"NW",23.976,254.342395833333,892,58.27375
"2019-08-20",0,25.81,10.08,32.3566666666667,59.9,11.87,731.397916666667,733.4,729,14,"N",38.052,249.960604166667,875,57.7860416666667
"2019-08-21",0,24.91,9.4,25.7477395833333,45.64,5.014,732.196875,735,729.4,44,"NE",30.276,262.6924375,905,56.9997916666667
